experiment_name,n_rows,n_features,rf_MAE,rf_RMSE,rf_R2,gb_MAE,gb_RMSE,gb_R2,ridge_MAE,ridge_RMSE,ridge_R2
target1_exp04_mean_last_only,98,256,3.245783333333334,4.156987440992319,0.09637924694478661,3.026582376242141,4.534119594116131,-0.0750154698851544,11.380769124429596,16.040532273637293,-12.454461570205947
