feature,importance
k1_t_susp,0.25143774535558394
k1_t25_pv,0.13360335787829739
k1_gas1_pv,0.12101275053613973
k1_gas2_pv,0.10756416107768386
k1_t_outwater,0.08403462760218652
k1_t25_op,0.0774867377019076
k1_t14,0.06346595542833461
k1_gas1_op,0.06297121410708909
k1_t_offgas,0.053694485501730095
k1_t5_pv,0.04472896481104726
