feature,importance
w60__max__s08_tic12101_daca_pv,0.00041239832103593256
w60__mean__s02_tic12043_daca_pv,0.00041005229928838183
w60__max__s05_tic12098_pida_op,0.0004091650276568114
w60__last__s06_ti12089_daca_pv,0.00040240827931273997
w60__max__s10_lic12018_daca_pv,0.0004009680538832081
w60__min__s13_tic12106_daca_pv,0.0003965966734844814
w60__delta__s08_fic12068_daca_pv,0.0003955171104837778
w60__min__s12_lic12020_daca_pv,0.00039505768945026737
w60__min__s10_ti12064_daca_pv,0.0003923010371307531
w60__delta__s13_tic12054_daca_pv,0.00039174558962228463
w60__last__s08_fic12068_daca_pv,0.0003916798654388996
w60__std__s08_tic12049_daca_pv,0.0003858751489111319
w60__last__s08_tic12049_daca_pv,0.0003855151968408047
w60__mean__s09_tic12076_pida_op,0.0003844371227533091
w60__std__s08_fic12081_daca_pv,0.0003827855785912369
w60__last__s02_ti12056_daca_pv,0.0003809435530473315
w60__delta__s05_fic12065_daca_pv,0.0003805914982533658
w60__mean__s03_lic12011_daca_pv,0.0003801577877578673
w60__min__s09_lic12017_daca_pv,0.00037773057172501217
w60__last__s03_ti12057_daca_pv,0.00037706370711743884
w60__max__s08_ti12088_daca_pv,0.0003734934101893891
w60__last__s12_fic12085_daca_pv,0.00036874185793653037
w60__max__s06_tic12050_daca_pv,0.00036710237373757643
w60__delta__s10_tic12077_pida_op,0.00036407460269627704
w60__min__s09_tic12076_pida_op,0.0003611878552378906
w60__mean__s02_ti12056_daca_pv,0.0003581957031092042
w60__last__s10_tic12077_pida_op,0.0003578702977361992
w60__max__s10_tic12103_pida_op,0.0003573094464251755
w60__max__s09_tic12102_daca_pv,0.0003563380894332534
w60__delta__s12_pic12037_daca_pv,0.00035132159209214195
w60__std__s01_tic12068_daca_pv,0.00034944453390195484
w60__max__s01_ti12029_daca_pv,0.00034904424515152556
w60__last__s10_fic12083_daca_pv,0.00034783028247958034
w60__last__s06_fic12069_daca_pv,0.00034319160600557636
w60__std__s10_tic12103_pida_op,0.00033844709364956143
w60__std__s01_lic12009_daca_pv,0.0003370494318721717
w60__delta__s06_fic12082_daca_pv,0.00033517352817067535
w60__mean__s04_fic12077_daca_pv,0.00033481237226945184
w60__delta__s13_ti12067_daca_pv,0.0003347491673517263
w60__delta__s09_lic12017_daca_pv,0.0003334904176526248
w60__last__s05_ti12059_daca_pv,0.00033316345427505684
w60__min__s01_ti12029_daca_pv,0.0003328316196588866
w60__mean__s09_tic12102_daca_pv,0.0003242576050700882
w60__delta__s04_tic12071_daca_pv,0.00032332799498412015
w60__last__s07_lic12015_daca_pv,0.0003230142749050032
w60__last__s05_fic12078_daca_pv,0.0003226168204046189
w60__std__s09_fic12082_daca_pv,0.0003219281693490737
w60__mean__s09_lic12017_daca_pv,0.0003215635698705136
w60__delta__s08_tic12075_pida_op,0.00031744584105013575
w60__mean__s06_tic12050_daca_pv,0.00031675259168285284
w60__delta__s07_tic12100_pida_op,0.00031301246764102263
w60__min__s05_tic12046_daca_pv,0.0003124050811358962
w60__max__s06_tic12076_daca_pv,0.00031140902227332854
w60__delta__s09_tic12076_pida_op,0.0003100991620647931
w60__mean__s06_ti12037_daca_pv,0.0003097635447077763
w60__std__s08_tic12075_pida_op,0.00030747909997507237
w60__delta__s02_fic12075_daca_pv,0.0003056117285271148
w60__mean__s08_tic12101_daca_pv,0.0003031208759429866
w60__min__s08_ti12088_daca_pv,0.0003010144714742663
w60__delta__s06_lic12017_daca_pv,0.00029990067139986905
w60__std__s05_tic12098_pida_op,0.00029420895864168623
w60__last__s06_ti12063_daca_pv,0.0002936284336882154
w60__min__s01_tic12042_daca_pv,0.00028929111434921755
w60__delta__s12_fic12085_pida_op,0.00028657179630756113
w60__mean__s01_ti12029_daca_pv,0.00028020427259813
w60__min__s12_fic12085_daca_pv,0.000279058867840467
w60__std__s13_fic12086_daca_pv,0.00027861585065289444
w60__last__s06_pi12008_2_daca_pv,0.0002784976717493542
w60__max__s04_ti12058_daca_pv,0.00027794579436223564
w60__max__s05_ti12059_daca_pv,0.0002774053957761896
w60__min__s05_fic12065_pida_op,0.0002763325135725056
w60__mean__s01_fic12061_daca_pv,0.00027573978660431044
w60__mean__s04_ti12058_daca_pv,0.0002739380234557522
w60__min__s03_ti12083_daca_pv,0.00026994161779984166
w60__mean__s07_tic12048_daca_pv,0.000269850303894327
w60__max__s04_tic12097_daca_pv,0.0002690292466639009
w60__delta__s01_tic12068_daca_pv,0.0002663203867330081
w60__delta__s09_fic12069_daca_pv,0.0002609309264025724
w60__min__s05_fic12065_daca_pv,0.00026006082003492435
w60__mean__s05_fic12065_daca_pv,0.00025983879287100597
w60__std__s03_ti12057_daca_pv,0.000259836401258428
w60__mean__s07_fic12067_daca_pv,0.00025879983942674484
w60__min__s10_tic12077_pida_op,0.00025816838064613595
w60__max__s09_tic12050_daca_pv,0.00025746075770068615
w60__last__s08_tic12101_daca_pv,0.00025606957607982733
w60__min__s12_pic12037_daca_pv,0.00025525546156600186
w60__std__s05_fic12065_pida_op,0.0002544093508470271
w60__delta__s12_tic12079_pida_op,0.0002528340557770166
w60__min__s13_fic12086_daca_pv,0.00025041329832188277
w60__mean__s05_fic12065_pida_op,0.0002488974232670627
w60__min__s07_ti12061_daca_pv,0.0002481360763402367
w60__delta__s06_tic12102_daca_pv,0.00024741590966808
w60__last__s08_fic12081_pida_op,0.00024570119032638407
w60__min__s08_tic12049_daca_pv,0.00024457820212624246
w60__delta__s12_tic12105_daca_pv,0.0002443056513490299
w60__min__s06_ti12063_daca_pv,0.00024411565421096986
w60__last__s13_tic12106_pida_op,0.00024198674877146724
w60__last__s09_ti12063_daca_pv,0.0002406242452593221
w60__mean__s09_ti12037_daca_pv,0.00023981317266842295
w60__std__s06_fic12082_daca_pv,0.00023661649054163315
w60__mean__s13_ti12067_daca_pv,0.0002308558834698161
w60__max__s10_tic12077_pida_op,0.00023074675187080503
w60__mean__s06_fic12082_daca_pv,0.00022380022998391786
w60__max__s12_pic12037_daca_pv,0.00022236060697024596
w60__last__s10_tic12103_daca_pv,0.00022218580570186475
w60__mean__s01_tic12068_daca_pv,0.00022199430484485388
w60__std__s08_ti12062_daca_pv,0.0002218447414351507
w60__max__s05_fic12065_daca_pv,0.00022087600112759138
w60__max__s13_ti12067_daca_pv,0.00021887915017642956
w60__mean__s12_tic12105_daca_pv,0.00021855458710011983
w60__last__s03_ti12031_daca_pv,0.00021842559236513338
w60__max__s13_ti12093_daca_pv,0.0002181751805997314
w60__max__s12_tic12105_pida_op,0.00021599224125329783
w60__last__s01_fic12061_daca_pv,0.00021585233740083564
w60__max__s13_tic12106_pida_op,0.00021353370955045525
w60__last__s07_tic12074_pida_op,0.0002127187660744655
w60__last__s06_tic12050_daca_pv,0.00021259571284066553
w60__min__s05_fic12078_daca_pv,0.00021158998267229055
w60__min__s09_ti12063_daca_pv,0.00020932324341576495
w60__mean__s02_ti12082_daca_pv,0.00020455167993002933
w60__max__s05_fic12078_daca_pv,0.00020453618506116372
w60__max__s04_lic12012_daca_pv,0.0002042860014907578
w60__max__s06_fic12082_daca_pv,0.00020408244205536152
w60__delta__s01_ti12081_daca_pv,0.0002028728276605843
w60__mean__s08_ti12062_daca_pv,0.0002024377163423459
w60__max__s04_tic12097_pida_op,0.00020070187545967897
w60__mean__s08_tic12075_pida_op,0.00020019187390808734
w60__delta__s08_fic12081_daca_pv,0.0001975936228303605
w60__max__s02_fic12075_daca_pv,0.00019660134420692555
w60__last__s12_tic12079_pida_op,0.0001944134718408328
w60__last__s12_tic12053_daca_pv,0.0001923997994492324
w60__min__s02_tic12095_daca_pv,0.00019038753324182028
w60__last__s02_fic12062_daca_pv,0.00018876796655979415
w60__max__s13_fic12086_daca_pv,0.00018637448564586215
w60__delta__s09_fic12082_daca_pv,0.00018414876028155052
w60__mean__s02_ti12030_daca_pv,0.00018367915041556034
w60__min__s08_fic12081_daca_pv,0.00018322359774024686
w60__std__s08_tic12101_daca_pv,0.00018268503649259796
w60__max__s05_fic12078_pida_op,0.0001825926481908818
w60__delta__s13_tic12080_daca_pv,0.0001790340975295474
w60__max__s12_tic12053_daca_pv,0.00017894034986715984
w60__min__s02_ti12082_daca_pv,0.00017844533567186888
w60__min__s01_fic12061_pida_op,0.00017468480032354673
w60__max__s05_fic12065_pida_op,0.00017230017433649708
w60__max__s09_lic12017_daca_pv,0.0001681391416774097
w60__delta__s03_ti12031_daca_pv,0.0001671818168010412
w60__std__s03_lic12011_daca_pv,0.00016548386606476506
w60__delta__s06_ti12063_daca_pv,0.00016345649920628476
w60__last__s10_tic12103_pida_op,0.0001613212832984597
w60__last__s06_lic12017_daca_pv,0.00015729285270977173
w60__mean__s04_lic12012_daca_pv,0.00015621378644684752
w60__std__s07_lic12015_daca_pv,0.00015528211983157204
w60__max__s01_tic12068_daca_pv,0.00015473737819167357
w60__min__s09_tic12102_daca_pv,0.00015387882026269263
w60__delta__s01_ti12055_daca_pv,0.00015359711170135552
w60__mean__s12_tic12079_pida_op,0.0001518849642323426
w60__mean__s06_fic12069_daca_pv,0.00015071644475679315
w60__last__s02_ti12030_daca_pv,0.00014377810332685147
w60__last__s06_ti12037_daca_pv,0.00014208134525951348
w60__mean__s03_fic12063_pida_op,0.0001384530075163445
w60__std__s03_fic12063_pida_op,0.00013239487596766427
w60__min__s12_tic12105_daca_pv,0.00013140821033612676
w60__mean__s02_fic12062_daca_pv,0.00013057329560245377
w60__max__s04_fic12064_daca_pv,0.0001251379992961123
w60__min__s02_lic12010_daca_pv,0.00012267747468909136
w60__max__s07_fic12080_daca_pv,0.00012241090923003674
w60__max__s10_tic12051_daca_pv,0.00012203779563291175
w60__last__s03_lic12011_daca_pv,0.00012157413674988557
w60__last__s05_tic12098_pida_op,0.00012052532942750744
w60__std__s08_fic12068_pida_op,0.0001188829562770628
w60__last__s13_ti12067_daca_pv,0.00011881614503557769
w60__max__s13_tic12080_daca_pv,0.00011844456939323514
w60__std__s09_tic12050_daca_pv,0.00011804902500859397
w60__max__s07_fic12080_pida_op,0.00011651692462853795
w60__mean__s12_tic12053_daca_pv,0.00011650961995566542
w60__min__s10_lic12018_daca_pv,0.00011516742839508612
w60__max__s02_fic12062_daca_pv,0.00011418825678471555
w60__mean__s13_fic12086_daca_pv,0.00011370266125457546
w60__max__s06_fic12069_daca_pv,0.00011339326716749501
w60__std__s01_fic12061_pida_op,0.00011282027303263638
w60__min__s08_ti12062_daca_pv,0.00011007547924093653
w60__delta__s09_tic12050_daca_pv,0.00010997015282873034
w60__mean__s05_ti12059_daca_pv,0.0001099378374504334
w60__std__s03_tic12044_daca_pv,0.00010964978372577906
w60__last__s06_tic12102_daca_pv,0.00010882005801385758
w60__delta__s09_ti12063_daca_pv,0.00010705461273354937
w60__min__s08_tic12101_daca_pv,0.00010508259815375768
w60__mean__s03_ti12031_daca_pv,0.00010417974005066751
w60__mean__s02_tic12095_daca_pv,0.00010262275633689709
w60__min__s12_tic12079_pida_op,0.00010201027993209479
w60__mean__s09_fic12082_daca_pv,0.00010089686074891822
w60__std__s12_tic12053_daca_pv,0.00010018998490992418
w60__min__s13_tic12054_daca_pv,9.93907162385785e-05
w60__delta__s03_ti12057_daca_pv,9.898972698775496e-05
w60__max__s06_ti12063_daca_pv,9.875769888005322e-05
w60__mean__s05_fic12078_daca_pv,9.78351204980351e-05
w60__max__s03_tic12044_daca_pv,9.747633083592615e-05
w60__last__s06_fic12082_daca_pv,9.664732187827098e-05
w60__mean__s03_tic12096_daca_pv,9.374691985167013e-05
w60__mean__s09_tic12050_daca_pv,9.368055959072949e-05
w60__mean__s12_fic12085_pida_op,9.185644968733341e-05
w60__last__s09_fic12082_daca_pv,9.141989264825657e-05
w60__last__s09_tic12076_pida_op,9.128900697815533e-05
w60__last__s02_ti12082_daca_pv,9.124185842580052e-05
w60__delta__s09_fic12069_pida_op,8.917901502753864e-05
w60__max__s12_fic12085_daca_pv,8.829722228584858e-05
w60__std__s01_tic12042_daca_pv,8.810054058152212e-05
w60__mean__s06_tic12102_daca_pv,8.765736186715922e-05
w60__max__s01_ti12081_daca_pv,8.057882783085783e-05
w60__last__s04_ti12058_daca_pv,7.820337083348073e-05
w60__max__s13_tic12054_daca_pv,7.774150016815848e-05
w60__max__s03_tic12096_daca_pv,7.649747988008957e-05
w60__last__s12_fic12085_pida_op,7.589997773091988e-05
w60__max__s08_ti12062_daca_pv,7.564133237628095e-05
w60__max__s07_ti12061_daca_pv,7.558226631936403e-05
w60__mean__s05_tic12098_pida_op,7.161438102254867e-05
w60__std__s12_ti12092_daca_pv,6.717115399209735e-05
w60__last__s02_tic12095_daca_pv,6.624508487176088e-05
w60__max__s09_ti12063_daca_pv,6.585984461633374e-05
w60__last__s09_tic12102_daca_pv,6.582974011301098e-05
w60__min__s01_ti12081_daca_pv,6.558422398879519e-05
w60__last__s01_ti12081_daca_pv,6.191019070476258e-05
w60__mean__s08_tic12049_daca_pv,6.011744340579316e-05
w60__std__s03_tic12096_daca_pv,5.986211914223411e-05
w60__min__s09_tic12050_daca_pv,5.916592413020676e-05
w60__min__s03_fic12063_pida_op,5.8229143411022696e-05
w60__std__s09_ti12063_daca_pv,5.74673721771582e-05
w60__mean__s03_fic12076_pida_op,5.718873420223485e-05
w60__min__s07_fic12080_pida_op,5.6807033768998516e-05
w60__mean__s03_tic12044_daca_pv,5.5811485280372166e-05
w60__min__s02_ti12056_daca_pv,5.524454892213523e-05
w60__max__s09_tic12076_pida_op,5.3495238296786345e-05
w60__std__s02_ti12082_daca_pv,5.292381459294629e-05
w60__min__s06_fic12082_daca_pv,5.262863152580935e-05
w60__max__s12_fic12085_pida_op,5.0684106703170135e-05
w60__max__s03_lic12011_daca_pv,4.9972453859843624e-05
w60__std__s03_ti12031_daca_pv,4.8632229963600704e-05
w60__std__s05_tic12072_pida_op,4.8347521414981636e-05
w60__std__s04_tic12045_daca_pv,4.7145515003633885e-05
w60__min__s02_ti12030_daca_pv,4.620841515281381e-05
w60__max__s03_fic12076_pida_op,4.436611647272787e-05
w60__mean__s07_fic12080_daca_pv,4.430191310963918e-05
w60__max__s07_tic12048_daca_pv,4.4280812044513266e-05
w60__std__s04_ti12058_daca_pv,4.406255584517264e-05
w60__last__s08_ti12062_daca_pv,4.386699018226626e-05
w60__max__s03_fic12076_daca_pv,4.243887096161676e-05
w60__max__s07_tic12100_daca_pv,4.221060311225783e-05
w60__mean__s03_fic12076_daca_pv,4.187971295136072e-05
w60__max__s09_fic12082_daca_pv,4.1257351131412786e-05
w60__max__s03_fic12063_pida_op,3.988337673194501e-05
w60__last__s03_fic12076_pida_op,3.865713442735443e-05
w60__min__s12_ti12066_daca_pv,3.6906881263296673e-05
w60__delta__s03_tic12070_pida_op,3.6568850618453895e-05
w60__max__s13_lic12021_daca_pv,3.639597275698751e-05
w60__min__s05_fic12078_pida_op,3.236800704755013e-05
w60__mean__s09_fic12069_daca_pv,2.905773532982137e-05
w60__delta__s03_tic12044_daca_pv,2.8083716846932134e-05
w60__max__s03_ti12031_daca_pv,2.7586232206048416e-05
w60__min__s07_fic12067_pida_op,2.6758907484996617e-05
w60__max__s09_ti12037_daca_pv,2.5255921123979993e-05
w60__min__s03_fic12076_daca_pv,2.4876376729653014e-05
w60__max__s03_tic12070_pida_op,2.4469897438239657e-05
w60__mean__s12_ti12066_daca_pv,2.4127000995958884e-05
w60__min__s03_ti12031_daca_pv,2.290393459271648e-05
w60__delta__s03_fic12076_daca_pv,2.2035017131690084e-05
w60__min__s12_fic12085_pida_op,2.1791854163776956e-05
w60__max__s06_ti12037_daca_pv,1.948146842195366e-05
w60__min__s03_ti12057_daca_pv,1.869198033852419e-05
w60__delta__s09_tic12102_daca_pv,1.7789161545015837e-05
w60__last__s03_tic12070_pida_op,1.7458559381797133e-05
w60__last__s12_lic12020_daca_pv,1.681267372297769e-05
w60__last__s01_tic12042_daca_pv,1.2528620454219245e-05
w60__std__s03_tic12070_pida_op,1.1339262668774719e-05
w60__delta__s05_fic12065_pida_op,1.0887907608084472e-05
w60__last__s09_fic12069_pida_op,1.0667622749160135e-05
w60__std__s03_fic12076_pida_op,8.552610325000591e-06
w60__min__s03_tic12044_daca_pv,7.859464309664188e-06
w60__std__s03_fic12076_daca_pv,6.688994029785425e-06
w60__delta__s03_fic12076_pida_op,5.974331217569056e-06
w60__min__s04_fic12077_pida_op,2.5837939295001662e-06
w60__min__s03_tic12070_pida_op,3.3197943152605213e-07
w60__delta__s03_lic12011_daca_pv,2.998831056752194e-07
w60__last__s03_fic12076_daca_pv,1.5525052131317775e-07
w60__rows,0.0
w60__mean__s03_tic12070_pida_op,0.0
