timestamp,temp_slurry_k1,gas_flow_in1_k1,gas_flow_in2_k1,temp_offgas_k1,temp_out_water_k1,temp_zone_14_k1,temp_zone_5_k1,temp_zone_25_k1,gas_header_pressure_1,gas_header_pressure_2,fg_header_pressure,group_liquid_temp_g1,level_k1,target
2026-02-19 23:12:00,28.68,6123.87,6488.49,44.25,33.39,57.6,38.96,57.6,3.89,3.32,3.99,39.01,46.24,44.48
2026-02-19 23:18:00,28.59,6115.28,6480.74,44.48,33.23,57.13,38.51,57.49,3.88,3.27,3.98,39.04,45.1,44.25
2026-02-19 23:24:00,28.72,5722.97,6476.73,44.25,33.56,56.72,38.45,57.19,3.85,3.21,3.96,38.92,45.8,44.38
2026-02-19 23:30:00,29.05,5436.32,6459.88,44.38,33.97,56.14,38.42,57.2,3.83,3.12,3.94,38.96,45.11,44.99
2026-02-19 23:36:00,29.46,5392.64,6495.71,44.99,34.45,55.66,38.34,57.3,3.82,3.1,3.93,39.21,46.9,45.52
2026-02-19 23:42:00,29.87,5271.16,6486.75,45.52,34.8,55.33,38.3,57.44,3.8,3.09,3.91,38.89,51.3,45.91
2026-02-19 23:48:00,30.27,5258.56,6506.65,45.91,35.18,55.18,38.44,57.58,3.81,3.09,3.91,38.68,51.84,46.36
2026-02-19 23:54:00,30.64,5197.6,6496.37,46.36,35.55,55.16,38.71,57.71,3.78,3.09,3.88,39.17,49.69,46.8
2026-02-20 00:00:00,30.91,5386.16,6496.83,46.8,35.95,55.23,39.01,57.92,3.8,3.08,3.89,39.35,48.27,47.32
2026-02-20 00:06:00,31.09,5208.23,6507.41,47.32,36.29,55.47,39.47,58.14,3.76,3.08,3.86,39.48,43.05,46.68
2026-02-20 00:12:00,31.3,5082.96,6498.23,46.68,36.69,55.8,39.92,58.34,3.75,3.09,3.84,39.87,45.3,46.38
2026-02-20 00:18:00,31.55,5100.54,6531.55,46.38,37.1,56.22,40.34,58.43,3.74,3.1,3.83,40.19,45.2,46.12
2026-02-20 00:24:00,31.7,5140.2,6547.83,46.12,37.43,56.59,40.61,58.49,3.73,3.11,3.82,40.04,45.66,46.07
2026-02-20 00:30:00,31.55,5176.59,6504.72,46.07,37.34,56.81,40.56,58.6,3.72,3.1,3.81,39.97,44.96,45.89
2026-02-20 00:36:00,31.14,5208.0,6481.36,45.89,36.94,57.04,40.39,58.66,3.73,3.1,3.82,39.94,44.59,45.74
2026-02-20 00:42:00,30.57,5189.06,6465.85,45.74,36.42,57.22,40.18,58.61,3.73,3.1,3.82,39.87,44.45,45.37
2026-02-20 00:48:00,30.08,5157.11,6485.99,45.37,35.81,57.42,40.02,58.42,3.73,3.1,3.82,40.06,45.2,45.21
2026-02-20 00:54:00,29.67,5095.0,6493.77,45.21,35.38,57.56,39.82,58.26,3.72,3.1,3.82,40.06,45.08,45.37
2026-02-20 01:00:00,29.36,5094.18,6528.0,45.37,35.05,57.36,39.25,58.23,3.71,3.09,3.81,40.19,45.84,46.48
2026-02-20 01:06:00,29.12,5162.27,6560.2,46.48,34.69,56.89,38.57,58.5,3.71,3.1,3.8,39.97,45.36,47.09
2026-02-20 01:12:00,28.89,5344.39,6496.36,47.09,34.28,56.53,38.2,58.79,3.78,3.16,3.91,39.6,48.25,47.19
2026-02-20 01:18:00,28.7,5257.23,6520.82,47.19,34.14,56.44,38.22,58.98,3.79,3.19,3.91,39.15,46.44,47.55
2026-02-20 01:24:00,28.6,5454.94,6507.25,47.55,34.04,56.39,38.21,59.08,3.83,3.21,3.96,38.99,44.16,47.48
2026-02-20 01:30:00,28.64,5397.14,6476.15,47.48,34.13,56.5,38.47,59.16,3.83,3.21,3.95,39.71,44.0,46.81
2026-02-20 01:36:00,28.77,5319.79,6444.12,46.81,34.34,56.85,38.83,59.06,3.84,3.22,3.96,40.37,45.4,46.98
2026-02-20 01:42:00,28.95,5260.69,6482.64,46.98,34.68,57.05,39.15,58.93,3.83,3.21,3.94,40.82,44.78,47.03
2026-02-20 01:48:00,29.15,5215.64,6498.22,47.03,35.14,57.04,39.6,58.86,3.83,3.2,3.95,40.86,45.24,47.35
2026-02-20 01:54:00,29.4,5131.63,6491.18,47.35,35.52,56.79,39.97,58.9,3.82,3.2,3.94,40.92,45.87,47.7
2026-02-20 02:00:00,29.53,4983.23,6323.53,47.7,35.7,56.35,39.91,58.97,3.78,2.97,3.9,41.32,45.69,48.06
2026-02-20 02:06:00,29.52,4793.77,6421.0,48.06,35.66,55.82,39.54,58.98,3.75,2.92,3.86,40.64,48.46,48.44
2026-02-20 02:12:00,29.44,4421.35,6479.34,48.44,35.56,55.44,39.05,59.01,3.72,2.91,3.82,40.16,46.5,48.98
2026-02-20 02:18:00,29.43,4529.16,6472.54,48.98,35.54,55.11,38.55,59.03,3.74,2.91,3.84,40.25,46.63,49.55
2026-02-20 02:24:00,29.62,4946.49,6498.44,49.55,35.44,54.51,38.29,58.97,3.74,2.91,3.85,40.32,50.78,50.2
2026-02-20 02:30:00,29.87,5012.16,6518.86,50.2,35.45,54.15,38.41,58.93,3.72,2.91,3.83,40.2,52.06,51.04
2026-02-20 02:36:00,30.12,5076.02,6484.25,51.04,35.51,53.85,38.6,58.92,3.74,2.91,3.85,40.78,53.87,52.06
2026-02-20 02:42:00,30.32,4912.33,6794.45,52.06,35.73,53.58,38.75,58.9,3.77,3.09,3.88,41.15,56.47,53.1
2026-02-20 02:48:00,30.46,4904.4,6321.92,53.1,36.03,53.3,38.86,58.8,3.78,3.13,3.88,41.16,56.53,53.81
2026-02-20 02:54:00,30.5,4664.18,5989.02,53.81,36.26,53.05,38.82,58.64,3.79,3.13,3.89,40.91,56.15,54.03
2026-02-20 03:00:00,30.44,4389.53,5923.51,54.03,36.42,52.88,38.73,58.54,3.76,3.1,3.85,40.51,59.53,54.02
2026-02-20 03:06:00,30.39,4496.91,5975.45,54.02,36.57,52.71,38.7,58.33,3.78,3.1,3.86,40.37,66.35,54.26
2026-02-20 03:12:00,30.4,4410.5,5998.76,54.26,36.65,52.61,38.76,58.25,3.77,3.1,3.85,40.48,67.97,54.69
2026-02-20 03:18:00,30.63,4836.04,6001.68,54.69,36.85,52.86,39.13,58.35,3.86,3.11,3.97,40.74,65.71,54.85
2026-02-20 03:24:00,31.05,5120.68,5975.01,54.85,37.18,53.3,39.78,58.6,3.95,3.11,4.09,40.81,65.84,55.19
2026-02-20 03:30:00,31.42,5515.75,5952.35,55.19,37.53,53.32,40.08,58.73,3.93,3.1,4.08,41.26,67.24,55.94
2026-02-20 03:36:00,31.95,5631.38,5756.76,55.94,37.94,54.06,41.14,59.19,3.93,3.11,4.08,41.13,55.85,54.01
2026-02-20 03:42:00,32.72,4203.01,5527.14,54.01,38.73,56.05,42.97,59.93,3.94,3.14,4.09,41.41,40.0,49.34
2026-02-20 03:48:00,33.35,4116.2,5459.62,49.34,39.84,57.0,43.39,59.97,3.94,3.14,4.08,41.95,46.92,50.38
2026-02-20 03:54:00,33.41,4182.88,5495.81,50.38,40.22,56.67,42.59,59.85,3.95,3.14,4.09,41.87,44.5,50.78
2026-02-20 04:00:00,33.36,4192.32,5487.87,50.78,40.16,56.59,42.32,59.79,3.95,3.14,4.09,41.85,44.87,50.08
2026-02-20 04:06:00,33.31,4188.43,5502.53,50.08,40.03,56.8,42.36,59.83,3.95,3.14,4.09,41.68,45.09,49.41
2026-02-20 04:12:00,33.13,4190.06,5511.31,49.41,39.81,57.1,42.28,59.84,3.96,3.14,4.09,41.58,44.95,48.96
2026-02-20 04:18:00,32.93,4465.65,5615.02,48.96,39.49,57.39,42.21,59.86,4.06,3.21,4.17,41.65,45.18,48.2
2026-02-20 04:24:00,32.66,3990.95,5560.01,48.2,39.08,57.84,42.26,59.74,3.86,3.21,3.93,41.67,44.27,46.99
2026-02-20 04:30:00,32.08,3848.73,5521.23,46.99,38.51,58.35,42.05,59.51,3.83,3.28,3.9,41.94,45.85,47.11
2026-02-20 04:36:00,31.49,3894.56,5476.45,47.11,37.82,58.47,41.44,59.37,3.85,3.29,3.92,41.62,44.73,46.94
2026-02-20 04:42:00,30.95,3943.25,5483.3,46.94,37.11,58.55,40.95,59.18,3.88,3.3,3.94,41.95,45.1,46.63
2026-02-20 04:48:00,30.53,3917.67,5482.37,46.63,36.54,58.55,40.65,59.01,3.88,3.31,3.94,41.08,44.76,46.35
2026-02-20 04:54:00,30.11,3792.66,5425.87,46.35,36.01,58.53,40.12,58.88,3.86,3.19,3.93,42.83,45.48,46.66
2026-02-20 05:00:00,29.58,3752.58,5498.63,46.66,35.43,58.19,39.34,58.83,3.85,3.17,3.91,41.43,45.57,46.7
2026-02-20 05:06:00,29.15,3838.36,5508.99,46.7,35.0,57.86,38.76,58.81,3.83,3.16,3.89,41.02,44.6,46.47
2026-02-20 05:12:00,28.87,3872.22,5487.58,46.47,34.52,57.68,38.45,58.77,3.82,3.14,3.88,40.93,44.62,46.12
2026-02-20 05:18:00,28.76,3914.48,5507.69,46.12,34.33,57.62,38.35,58.59,3.81,3.14,3.87,41.15,44.85,46.0
2026-02-20 05:24:00,28.81,4035.65,5571.35,46.0,34.24,57.55,38.36,58.41,3.83,3.18,3.89,41.77,44.99,46.26
2026-02-20 05:30:00,28.91,4061.89,5483.88,46.26,34.23,57.48,38.36,58.28,3.86,3.19,3.92,42.21,44.62,46.58
2026-02-20 05:36:00,29.07,4059.88,5465.62,46.58,34.37,57.52,38.49,58.12,3.86,3.18,3.91,44.32,45.4,46.81
2026-02-20 05:42:00,29.27,4001.06,5482.23,46.81,34.61,57.5,38.74,58.07,3.85,3.17,3.91,41.48,45.09,46.21
2026-02-20 05:48:00,29.46,3955.34,5489.84,46.21,34.88,57.52,39.03,58.02,3.84,3.17,3.9,41.17,44.99,45.84
2026-02-20 05:54:00,29.65,3927.81,5490.02,45.84,35.19,57.49,39.19,57.86,3.84,3.16,3.89,41.18,44.92,45.76
2026-02-20 06:00:00,29.78,3958.98,5498.42,45.76,35.41,57.3,39.19,57.7,3.84,3.15,3.89,41.41,44.91,45.83
2026-02-20 06:06:00,29.91,3974.71,5494.68,45.83,35.53,57.08,39.12,57.6,3.84,3.15,3.89,41.26,44.89,46.03
2026-02-20 06:12:00,29.97,3977.85,5500.75,46.03,35.57,56.83,39.09,57.53,3.84,3.15,3.9,41.19,45.24,45.79
2026-02-20 06:18:00,30.05,3994.89,5512.84,45.79,35.63,56.67,39.1,57.48,3.84,3.16,3.9,41.1,47.74,45.65
2026-02-20 06:24:00,30.16,3966.75,5556.94,45.65,35.79,56.57,39.17,57.43,3.82,3.17,3.87,40.63,46.79,45.67
2026-02-20 06:30:00,30.25,3833.06,5491.81,45.67,35.97,56.45,39.22,57.39,3.77,3.16,3.81,40.84,46.17,45.37
2026-02-20 06:36:00,30.2,3591.23,5438.94,45.37,35.98,56.31,39.09,57.34,3.69,3.12,3.73,40.66,47.79,45.16
2026-02-20 06:42:00,30.1,3424.69,5473.84,45.16,36.1,56.13,38.77,57.26,3.65,3.11,3.69,40.3,50.63,45.13
2026-02-20 06:48:00,30.11,3394.37,5482.3,45.13,36.19,55.94,38.69,57.23,3.66,3.09,3.71,40.31,52.77,45.09
2026-02-20 06:54:00,30.25,3280.5,5498.86,45.09,36.19,55.88,38.81,57.12,3.68,3.1,3.72,40.23,54.82,45.21
2026-02-20 07:00:00,30.37,3260.02,5480.63,45.21,36.39,55.76,38.87,57.12,3.69,3.1,3.73,40.17,56.86,45.55
2026-02-20 07:06:00,30.46,3305.76,5509.88,45.55,36.62,55.57,38.9,57.16,3.69,3.1,3.73,40.59,56.78,45.95
2026-02-20 07:12:00,30.59,3348.51,5511.51,45.95,36.71,55.46,38.96,57.23,3.7,3.1,3.74,40.67,58.2,46.13
2026-02-20 07:18:00,30.74,3283.59,5471.81,46.13,36.91,55.37,38.99,57.27,3.71,3.1,3.75,40.31,63.23,46.2
2026-02-20 07:24:00,30.88,3249.3,5459.52,46.2,37.03,55.27,39.03,57.38,3.72,3.1,3.76,40.16,68.93,46.36
2026-02-20 07:30:00,31.08,3309.09,5595.85,46.36,37.22,55.45,39.46,57.39,3.73,3.16,3.77,40.4,65.9,46.48
2026-02-20 07:36:00,31.8,3482.97,5635.93,46.48,37.9,56.41,41.08,56.92,3.71,3.19,3.75,40.41,49.69,45.85
2026-02-20 07:42:00,32.62,3344.36,5480.46,45.85,38.76,56.99,42.15,56.39,3.66,3.19,3.68,40.78,43.3,44.63
2026-02-20 07:48:00,33.12,3334.77,5459.26,44.63,39.43,57.18,42.48,56.13,3.66,3.2,3.68,41.01,46.31,44.52
2026-02-20 07:54:00,33.33,3327.52,5461.24,44.52,39.85,57.09,42.4,56.21,3.66,3.19,3.68,40.68,47.18,44.49
2026-02-20 08:00:00,33.33,3268.65,5496.87,44.49,40.01,57.02,42.31,56.23,3.65,3.18,3.66,40.55,45.61,44.51
2026-02-20 08:06:00,33.11,3253.31,5555.61,44.51,39.94,56.95,42.11,56.31,3.64,3.2,3.65,40.67,46.07,44.49
2026-02-20 08:12:00,32.48,3251.02,5840.26,44.49,39.29,57.19,41.74,56.26,3.62,3.2,3.63,40.34,43.28,44.0
2026-02-20 08:18:00,31.37,3190.19,5875.28,44.0,38.28,57.53,41.27,55.98,3.62,3.16,3.61,41.11,44.89,43.92
2026-02-20 08:24:00,30.42,3253.88,5967.64,43.92,37.08,57.66,40.47,55.79,3.63,3.17,3.63,41.8,44.99,44.25
2026-02-20 08:30:00,29.7,3817.62,6063.43,44.25,35.75,57.51,39.47,55.9,3.81,3.23,3.83,41.69,45.36,44.78
2026-02-20 08:36:00,29.24,3971.08,6113.55,44.78,34.69,57.31,38.82,56.19,3.86,3.26,3.88,41.5,44.83,44.96
2026-02-20 08:42:00,29.03,3958.03,5970.36,44.96,34.34,57.09,38.42,56.41,3.86,3.21,3.88,41.76,45.22,45.4
2026-02-20 08:48:00,29.33,3928.67,5961.68,45.4,34.57,57.0,38.6,56.6,3.85,3.21,3.86,42.12,44.91,45.4
2026-02-20 08:54:00,29.72,3838.95,5954.8,45.4,35.04,56.93,38.87,56.83,3.83,3.21,3.83,41.5,45.98,45.79
2026-02-20 09:00:00,30.06,3870.4,5996.68,45.79,35.37,56.77,39.01,57.18,3.82,3.22,3.82,42.54,45.3,45.83
2026-02-20 09:06:00,30.51,3877.82,5931.6,45.83,35.88,56.82,39.52,57.4,3.81,3.17,3.82,40.8,44.15,45.33
2026-02-20 09:12:00,31.11,3898.29,5932.39,45.33,36.57,56.95,40.23,57.54,3.84,3.18,3.84,40.74,44.71,45.27
2026-02-20 09:18:00,31.86,3900.38,5975.33,45.27,37.43,57.12,41.09,57.6,3.84,3.2,3.85,41.02,44.86,45.05
2026-02-20 09:24:00,32.65,3896.29,5975.55,45.05,38.38,57.38,42.01,57.58,3.84,3.2,3.84,41.17,45.13,45.21
2026-02-20 09:30:00,33.38,3920.77,5997.91,45.21,39.33,57.57,42.73,57.59,3.83,3.2,3.84,40.77,44.95,45.17
2026-02-20 09:36:00,34.03,3783.91,5900.93,45.17,40.16,57.72,43.32,57.64,3.82,3.19,3.83,43.01,44.74,46.2
2026-02-20 09:42:00,34.58,3766.26,5921.44,46.2,40.9,57.92,43.89,57.65,3.8,3.18,3.81,44.2,44.93,45.85
2026-02-20 09:48:00,35.14,3760.77,5945.4,45.85,41.58,58.16,44.56,57.7,3.81,3.2,3.82,40.64,45.52,45.63
2026-02-20 09:54:00,35.5,3792.33,5996.1,45.63,42.18,58.12,44.59,58.05,3.81,3.22,3.81,40.3,45.0,45.98
2026-02-20 10:00:00,35.65,3656.6,5983.9,45.98,42.46,58.08,44.6,58.39,3.77,3.2,3.77,40.95,44.61,45.76
2026-02-20 10:06:00,35.4,3644.02,5958.83,45.76,42.35,58.21,44.52,58.52,3.77,3.2,3.77,41.02,45.01,45.61
2026-02-20 10:12:00,34.54,3625.84,5931.31,45.61,41.85,58.3,44.02,58.52,3.76,3.18,3.77,41.2,45.29,45.62
2026-02-20 10:18:00,33.65,3634.59,5963.87,45.62,41.01,58.27,43.27,58.54,3.76,3.19,3.77,40.94,44.95,45.48
2026-02-20 10:24:00,32.86,3608.69,6011.15,45.48,39.88,58.19,42.57,58.46,3.75,3.21,3.75,40.89,45.12,45.32
2026-02-20 10:30:00,32.18,3659.27,6002.81,45.32,38.98,58.07,41.93,58.36,3.75,3.19,3.75,40.81,44.92,44.88
2026-02-20 10:36:00,31.63,3458.85,5948.37,44.88,38.12,58.02,41.44,58.15,3.71,3.18,3.71,40.72,45.07,44.48
2026-02-20 10:42:00,31.15,3369.82,5936.25,44.48,37.51,57.95,40.93,57.91,3.69,3.18,3.69,40.66,45.21,44.64
2026-02-20 10:48:00,30.82,3370.08,5956.82,44.64,37.14,57.68,40.3,57.85,3.69,3.19,3.68,40.5,45.31,44.95
2026-02-20 10:54:00,30.69,3483.82,5990.96,44.95,36.8,57.37,39.83,57.86,3.71,3.19,3.7,40.23,44.82,44.97
2026-02-20 11:00:00,30.75,3444.24,5895.09,44.97,36.75,57.19,39.69,57.8,3.69,3.14,3.68,40.46,44.93,44.77
2026-02-20 11:06:00,30.88,3387.87,5842.7,44.77,36.8,57.11,39.82,57.69,3.68,3.13,3.68,40.97,45.31,45.0
2026-02-20 11:12:00,31.04,3353.48,5830.67,45.0,36.88,56.98,39.84,57.65,3.67,3.12,3.67,40.47,45.51,45.02
2026-02-20 11:18:00,31.18,3300.06,5821.38,45.02,37.08,56.86,39.9,57.62,3.66,3.11,3.66,39.73,45.16,44.81
2026-02-20 11:24:00,31.34,3333.69,5673.94,44.81,37.34,56.76,40.01,57.61,3.67,3.05,3.68,39.65,45.11,44.64
2026-02-20 11:30:00,31.59,3415.48,5426.11,44.64,37.65,56.59,40.11,57.58,3.7,2.96,3.71,38.58,44.51,44.33
2026-02-20 11:36:00,31.92,3387.98,5319.88,44.33,37.95,56.35,40.29,57.47,3.71,2.94,3.72,37.94,44.69,44.15
2026-02-20 11:42:00,32.27,3565.43,5369.7,44.15,38.32,56.08,40.52,57.36,3.77,2.98,3.78,38.34,46.88,44.24
2026-02-20 11:48:00,32.71,3647.83,5343.79,44.24,38.63,55.81,40.66,57.34,3.82,3.01,3.84,38.93,53.1,44.41
2026-02-20 11:54:00,33.06,3574.89,5275.64,44.41,38.9,55.65,40.95,57.34,3.81,3.0,3.83,39.02,56.04,44.76
2026-02-20 12:00:00,33.34,3480.72,5207.07,44.76,39.31,55.54,41.19,57.39,3.8,3.0,3.83,39.25,60.37,45.11
2026-02-20 12:06:00,33.5,3391.38,5183.87,45.11,39.62,55.47,41.27,57.46,3.79,3.01,3.81,39.9,63.11,45.62
2026-02-20 12:12:00,33.62,3377.22,5227.69,45.62,39.93,55.39,41.42,57.57,3.78,3.03,3.81,40.78,65.46,46.13
2026-02-20 12:18:00,33.78,3352.42,5226.0,46.13,40.22,55.31,41.57,57.7,3.78,3.03,3.81,40.6,67.93,46.61
2026-02-20 12:24:00,33.92,3360.71,5224.18,46.61,40.45,55.4,41.82,57.82,3.79,3.04,3.81,40.62,67.28,47.09
2026-02-20 12:30:00,34.11,3481.78,5286.14,47.09,40.66,55.54,42.16,57.95,3.79,3.04,3.82,41.14,64.19,47.64
2026-02-20 12:36:00,34.38,3575.17,5381.26,47.64,40.94,55.76,42.59,58.09,3.79,3.04,3.81,41.46,58.67,47.96
2026-02-20 12:42:00,34.73,3653.59,5860.91,47.96,41.31,56.11,43.19,58.22,3.8,3.24,3.82,41.63,52.79,48.28
2026-02-20 12:48:00,35.12,3782.8,5912.96,48.28,41.68,56.49,43.82,58.4,3.79,3.2,3.82,41.58,44.19,47.29
2026-02-20 12:54:00,35.31,3718.69,5589.66,47.29,41.96,56.9,44.25,58.49,3.79,3.07,3.81,41.75,44.58,46.32
2026-02-20 13:00:00,35.2,3733.8,5514.41,46.32,42.13,57.27,44.41,58.43,3.81,3.07,3.83,41.8,45.22,46.02
2026-02-20 13:06:00,34.89,3673.65,5479.27,46.02,42.12,57.48,44.33,58.26,3.79,3.06,3.81,41.52,45.22,45.72
2026-02-20 13:12:00,34.48,3700.07,5527.89,45.72,41.75,57.53,43.9,58.15,3.78,3.05,3.8,40.95,45.31,46.12
2026-02-20 13:18:00,33.81,3595.02,5575.3,46.12,40.9,57.21,42.9,58.27,3.76,3.07,3.79,40.52,47.99,46.88
2026-02-20 13:24:00,32.91,3611.87,5623.2,46.88,39.85,56.54,41.61,58.36,3.75,3.08,3.78,39.98,50.89,46.81
2026-02-20 13:30:00,32.15,3602.93,5601.63,46.81,38.68,56.13,40.67,58.41,3.77,3.09,3.8,39.53,55.91,46.8
2026-02-20 13:36:00,31.55,3585.87,5523.24,46.8,37.82,55.87,40.07,58.42,3.78,3.07,3.8,38.63,55.94,46.58
2026-02-20 13:42:00,31.13,3498.51,5460.81,46.58,37.29,55.59,39.63,58.26,3.78,3.07,3.8,38.36,56.6,46.29
2026-02-20 13:48:00,30.73,3411.64,5419.76,46.29,36.79,55.33,39.21,58.07,3.76,3.07,3.79,38.05,58.29,46.03
2026-02-20 13:54:00,30.47,3332.66,5358.95,46.03,36.52,55.11,38.89,57.92,3.76,3.06,3.78,38.07,60.86,45.92
2026-02-20 14:00:00,30.34,3285.96,5271.0,45.92,36.46,54.81,38.66,57.76,3.76,3.04,3.78,37.96,64.55,45.87
2026-02-20 14:06:00,30.51,3396.38,5313.28,45.87,36.57,54.72,38.86,57.55,3.77,3.04,3.79,37.93,62.55,45.76
2026-02-20 14:12:00,31.2,3592.04,5369.69,45.76,37.16,55.11,39.86,57.27,3.8,3.04,3.81,37.75,57.1,45.23
2026-02-20 14:18:00,32.02,3638.44,5286.22,45.23,37.86,55.42,40.83,56.97,3.81,3.0,3.82,37.49,52.02,44.41
2026-02-20 14:24:00,32.66,3524.01,5137.59,44.41,38.58,55.53,41.42,56.68,3.78,2.94,3.8,37.79,49.63,43.72
2026-02-20 14:30:00,33.11,3437.22,5086.17,43.72,39.17,55.42,41.62,56.47,3.75,2.92,3.78,38.03,51.54,43.47
2026-02-20 14:36:00,33.38,3309.55,5030.39,43.47,39.6,55.26,41.64,56.4,3.74,2.92,3.77,38.57,55.54,43.49
2026-02-20 14:42:00,33.55,3192.66,4956.2,43.49,39.91,55.1,41.6,56.38,3.74,2.92,3.76,39.15,60.96,43.66
2026-02-20 14:48:00,33.59,3056.53,4851.79,43.66,40.13,55.01,41.53,56.4,3.72,2.9,3.75,39.28,65.75,43.76
2026-02-20 14:54:00,33.54,2920.37,4727.76,43.76,40.27,54.97,41.47,56.34,3.7,2.87,3.73,39.01,67.3,43.75
2026-02-20 15:00:00,33.36,3070.74,4809.23,43.75,40.19,55.27,41.64,55.98,3.69,2.86,3.71,38.68,59.1,43.49
2026-02-20 15:06:00,33.17,3199.6,4892.01,43.49,40.1,55.47,41.84,55.52,3.69,2.86,3.72,38.61,50.36,43.17
2026-02-20 15:12:00,32.99,3279.47,4929.61,43.17,40.03,55.36,41.72,55.22,3.69,2.85,3.72,38.77,44.18,42.85
2026-02-20 15:18:00,32.85,3238.06,4902.81,42.85,39.69,55.19,41.37,55.03,3.7,2.85,3.71,39.01,45.06,42.6
2026-02-20 15:24:00,32.68,3239.58,4904.51,42.6,39.28,55.0,40.96,54.86,3.7,2.86,3.72,39.07,46.42,42.53
2026-02-20 15:30:00,32.44,3203.65,4914.98,42.53,38.89,54.77,40.48,54.75,3.69,2.85,3.71,38.86,48.48,42.5
2026-02-20 15:36:00,32.16,3128.11,4896.94,42.5,38.39,54.54,39.93,54.69,3.67,2.85,3.69,38.49,49.3,42.41
2026-02-20 15:42:00,31.83,3094.74,4912.38,42.41,37.96,54.34,39.41,54.59,3.67,2.85,3.69,38.59,49.85,42.53
2026-02-20 15:48:00,31.51,3059.0,4901.14,42.53,37.59,54.07,38.95,54.58,3.67,2.84,3.69,38.67,49.96,42.68
2026-02-20 15:54:00,31.23,3043.29,4933.65,42.68,37.21,53.78,38.49,54.51,3.67,2.86,3.69,39.06,51.31,45.04
2026-02-20 16:00:00,32.46,3495.87,5530.79,45.04,38.76,56.37,41.19,57.18,3.75,3.07,3.77,40.07,50.27,42.83
2026-02-20 16:06:00,30.84,2834.12,4993.82,42.83,36.64,53.26,37.91,54.41,3.67,2.95,3.69,39.39,55.64,42.91
2026-02-20 16:12:00,30.86,2708.66,4992.82,42.91,36.69,52.95,37.76,54.32,3.67,2.99,3.69,39.18,57.77,42.96
2026-02-20 16:18:00,31.15,2775.18,5010.78,42.96,37.01,52.64,37.8,54.17,3.69,2.99,3.7,38.72,62.88,42.95
2026-02-20 16:24:00,31.75,2751.69,4930.8,42.95,37.54,52.5,37.95,54.14,3.7,2.99,3.72,38.13,70.54,42.93
2026-02-20 16:30:00,32.51,2651.18,4747.93,42.93,38.04,52.48,38.35,54.14,3.72,2.97,3.73,37.69,75.13,42.82
2026-02-20 16:36:00,33.5,2715.66,4731.22,42.82,38.66,52.73,39.27,53.88,3.72,2.96,3.73,37.76,69.74,42.65
2026-02-20 16:42:00,34.76,2891.71,4888.75,42.65,39.52,53.35,40.78,53.21,3.7,2.95,3.72,37.85,56.33,42.05
2026-02-20 16:48:00,35.37,3051.93,5055.02,42.05,40.32,53.87,42.05,52.17,3.67,2.93,3.69,38.14,41.69,40.87
2026-02-20 16:54:00,33.34,2942.81,5016.35,40.87,39.05,53.91,41.25,51.38,3.65,2.91,3.67,38.61,42.73,40.41
2026-02-20 17:00:00,30.93,2922.57,5030.35,40.41,36.38,53.62,38.76,51.12,3.65,2.92,3.67,38.92,44.18,40.58
2026-02-20 17:06:00,29.56,4087.15,4874.91,40.58,34.22,52.94,36.64,51.36,3.64,2.91,3.66,39.32,54.95,41.19
2026-02-20 17:12:00,29.21,4621.2,4953.37,41.19,33.2,52.15,35.81,51.69,3.64,2.89,3.66,39.13,47.73,42.34
2026-02-20 17:18:00,29.25,4597.56,5043.6,42.34,32.88,51.67,35.79,51.67,3.64,2.89,3.66,39.79,40.75,42.2
2026-02-20 17:24:00,29.35,4565.95,5421.96,42.2,33.0,51.32,35.7,51.83,3.64,2.89,3.67,39.37,55.16,42.58
2026-02-20 17:30:00,29.41,4794.91,6447.67,42.58,33.12,50.99,35.62,52.41,3.63,2.86,3.66,38.85,66.62,43.72
2026-02-20 17:36:00,29.73,5316.95,6604.83,43.72,33.4,50.98,36.04,53.0,3.6,2.86,3.63,39.13,55.69,45.35
2026-02-20 17:42:00,30.44,5176.96,6631.75,45.35,34.0,51.61,37.24,53.52,3.61,2.87,3.63,39.6,44.67,45.23
2026-02-20 17:48:00,31.06,5033.19,6518.44,45.23,34.9,52.29,38.2,54.23,3.63,2.89,3.65,39.15,47.02,45.43
2026-02-20 17:54:00,31.4,4951.16,6481.58,45.43,35.67,52.55,38.58,54.91,3.63,2.9,3.66,38.97,50.12,45.72
2026-02-20 18:00:00,31.52,5061.02,6480.19,45.72,36.2,52.88,39.04,55.39,3.64,2.89,3.66,38.95,48.7,46.0
2026-02-20 18:06:00,31.51,5013.29,6464.89,46.0,36.56,53.17,39.24,55.79,3.63,2.89,3.65,39.02,48.07,46.39
2026-02-20 18:12:00,31.36,5037.33,6489.43,46.39,36.72,53.41,39.33,56.11,3.63,2.87,3.65,39.01,46.24,46.64
2026-02-20 18:18:00,30.97,5041.42,6533.23,46.64,36.38,53.65,39.25,56.39,3.63,2.87,3.65,38.92,43.44,46.08
2026-02-20 18:24:00,30.5,4922.44,6545.29,46.08,36.0,53.92,39.16,56.6,3.64,2.91,3.66,39.01,44.53,45.77
2026-02-20 18:30:00,30.11,5058.09,6517.1,45.77,35.7,54.09,39.01,56.71,3.66,2.93,3.67,39.51,45.23,45.8
2026-02-20 18:36:00,29.85,4960.59,6491.15,45.8,35.38,54.23,38.92,56.8,3.65,2.94,3.66,39.35,45.26,45.8
